"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"204675_at",-2.09499580710798,8.13152675449131,-10.0941821952252,5.33602597236579e-17,4.53213664741544e-15,28.2032173340071
"214735_at",-2.60772203137043,8.96640184202961,-10.0931032841635,5.36536960686626e-17,4.54998339036936e-15,28.1978275100688
"218883_s_at",2.39669928039462,9.04059275100679,10.0927085931175,5.37614448120997e-17,4.55205238065613e-15,28.195855782827
"223993_s_at",1.26451122684987,11.0277876888787,10.092192413335,5.39026861318171e-17,4.55694643609431e-15,28.1932771414874
"1568619_s_at",1.41214929663122,9.45824284610125,10.0902402761705,5.44402106566159e-17,4.59527546304445e-15,28.1835249700789
"206213_at",-3.12750954042197,7.23713997307459,-10.0892960357907,5.47021298607595e-17,4.6102583612433e-15,28.1788078733124
"201960_s_at",-1.51669251878838,11.3724929798585,-10.088092203919,5.50378850839616e-17,4.63140834836732e-15,28.1727939352304
"221258_s_at",2.95335393893866,6.57929728901325,10.0851799619426,5.58586762366949e-17,4.68738960555695e-15,28.1582452991901
"202020_s_at",-1.58009213238075,11.8285496837744,-10.0851231714118,5.58748033108889e-17,4.68738960555695e-15,28.1579615909352
"225081_s_at",2.54077626238715,9.63802391105971,10.0841521971034,5.61512571943174e-17,4.70335676250499e-15,28.1531108933105
"224209_s_at",-3.6841369637533,9.73860169018909,-10.0821305009053,5.67312690056127e-17,4.74466277825961e-15,28.1430110746671
"205202_at",-1.11435517064272,12.1652172414781,-10.0805148746032,5.7199087632557e-17,4.77647365883308e-15,28.1349398383596
"238812_at",1.11105496492349,8.92301460286983,10.0749591362487,5.88374510678514e-17,4.90578582468484e-15,28.1071846757133
"202269_x_at",2.63652837658981,9.78097966263327,10.0737239095465,5.92080464589279e-17,4.92916012387413e-15,28.101013735833
"226959_at",-2.07493874455648,10.1533785084263,-10.0707956825514,6.00959354728637e-17,4.99546320240412e-15,28.0863848590955
"204063_s_at",-1.38116984060611,9.20594329337103,-10.0699049984706,6.03686390584312e-17,5.01050529619773e-15,28.081935152441
"228101_at",-2.09106578851804,9.68873793728478,-10.0692444822348,6.05716705146244e-17,5.01972783279998e-15,28.0786353208781
"204490_s_at",2.70177385554689,9.71555904595834,10.065440291749,6.17543814194772e-17,5.10998792797259e-15,28.0596301318326
"232426_at",-2.61293081728701,8.98527907214666,-10.0627358686891,6.26092010021804e-17,5.17288395511661e-15,28.0461191484204
"209024_s_at",1.60212617793374,10.4864246480389,10.0617615424597,6.29200599240889e-17,5.19071485292185e-15,28.0412515128484
"203157_s_at",-2.28226103605128,9.8746238267419,-10.05983560527,6.3539080142293e-17,5.23387599368182e-15,28.0316297018981
"219249_s_at",3.42915670196961,8.14463761212198,10.0558594239209,6.48364138384763e-17,5.33269739301311e-15,28.0117649581565
"214230_at",-3.07454108468297,8.54968213383622,-10.0554530473212,6.49704883178751e-17,5.33568914060769e-15,28.0097347199248
"213407_at",-1.11400117373875,9.87274628358516,-10.0520032985468,6.61198807423096e-17,5.4219294999696e-15,27.9924998861229
"1554250_s_at",1.55287563323787,8.57164198200188,10.0511808138277,6.63969069499541e-17,5.43648317729811e-15,27.9883907652377
"209583_s_at",-1.71179230597949,10.3490353976767,-10.0499534831111,6.68124522938093e-17,5.45441948611123e-15,27.9822590303352
"202376_at",3.19850269404506,12.7116136943947,10.0497471997037,6.68825499387909e-17,5.45441948611123e-15,27.9812284388699
"213414_s_at",1.22749611494626,14.0454252885561,10.0496500476473,6.69155888834989e-17,5.45441948611123e-15,27.9807430672897
"209442_x_at",-2.01424336987999,9.01103565240469,-10.0486907596431,6.72426961048342e-17,5.47291410189763e-15,27.9759504614804
"213307_at",-2.39356209824701,8.8182658899574,-10.0476848618117,6.75874149240893e-17,5.48462331537785e-15,27.9709249853275
"219157_at",-1.82976987635718,11.0153512065763,-10.0464353953732,6.80180668058809e-17,5.51138083452459e-15,27.9646826272289
"220731_s_at",1.06971422480936,10.0398845297725,10.0450589506809,6.84956622863216e-17,5.54185719176723e-15,27.9578058698455
"235469_at",1.74685258852099,8.08349826901405,10.0426633402248,6.93348991375082e-17,5.59318588862147e-15,27.9458372975105
"239757_at",1.79290475468676,8.05902692599972,10.0418101941064,6.96362529541734e-17,5.60921044629244e-15,27.9415749328647
"222091_at",-3.67584410916168,6.48749084798937,-10.0387584393767,7.07249792397761e-17,5.6885173655698e-15,27.9263281564541
"210675_s_at",-2.34186782553786,8.06007815455094,-10.038339683638,7.08756946677116e-17,5.69225634248196e-15,27.9242360188123
"223628_at",-2.72668844851371,5.48582103797679,-10.0358881678813,7.17644939718628e-17,5.74070560802763e-15,27.911988022463
"209282_at",1.39982241885499,8.53268057412015,10.0358064919871,7.17942967843347e-17,5.74070560802763e-15,27.9115799615221
"228776_at",1.64366154210114,9.70994164363528,10.0355016664396,7.19056343005599e-17,5.74120234803579e-15,27.9100570221747
"201663_s_at",2.02629893907967,9.31822021002408,10.0335767626964,7.26127051511554e-17,5.78919367360591e-15,27.9004399930632
"242852_at",-2.44191997388392,8.02604862983538,-10.0287247866815,7.44259850460683e-17,5.91648663947734e-15,27.8761988800724
"212710_at",-1.1056170975401,9.92036997009638,-10.0266531415073,7.52139331083932e-17,5.96176854695019e-15,27.8658486196226
"211488_s_at",1.53850531556021,8.47043910826313,10.0242701532954,7.61306253125632e-17,6.02568382636959e-15,27.8539428067347
"239275_at",-2.71915142300436,7.21263651306096,-10.0229204682075,7.66547732458411e-17,6.05838948086124e-15,27.8471995352839
"212014_x_at",2.97627516829165,9.93424390153594,10.0207423435904,7.75082680774262e-17,6.08682415205058e-15,27.8363172056088
"233910_at",-2.27126115035232,6.73564621463201,-10.020620962894,7.75561095650997e-17,6.08682415205058e-15,27.8357107634281
"202580_x_at",3.76304469169626,7.08611824457661,10.0205811287019,7.75718164141725e-17,6.08682415205058e-15,27.8355117438355
"226661_at",3.09439100502197,6.77976570806418,10.0162510487945,7.92983019822895e-17,6.21336896149035e-15,27.8138777407115
"231735_s_at",1.21715527712531,9.71313196996128,10.013990504941,8.02148408438189e-17,6.25886638397014e-15,27.8025835367099
"227422_at",-1.20740048056737,9.60845618333239,-10.0139710466151,8.02227760566e-17,6.25886638397014e-15,27.8024863182481
"228987_at",-1.93218486868869,8.5176240764358,-10.0110225494289,8.14343085419232e-17,6.34432509614843e-15,27.787754893998
"228230_at",2.28454246618985,7.426559580094,10.0030073997613,8.48210172712564e-17,6.59232368188899e-15,27.7477089696603
"226568_at",-1.19633936970612,9.82971305037886,-10.0029193781481,8.48589813481765e-17,6.59232368188899e-15,27.7472691871899
"217436_x_at",2.18582178912915,10.8977639091237,9.99970916860059,8.62552325340337e-17,6.69127416815509e-15,27.7312299865329
"205814_at",-3.78268827723549,8.86765777960365,-9.99919732366933,8.64799690724126e-17,6.69919227085343e-15,27.7286726459021
"225739_at",-2.22930315399947,8.14123361085331,-9.9981723140304,8.69317839797315e-17,6.72465370890238e-15,27.7235513666231
"212425_at",-1.64464479380722,9.49784855168957,-9.99621135904863,8.78027446908044e-17,6.78242050325163e-15,27.7137537873911
"211719_x_at",2.49339676507947,12.7148316024435,9.9953836933647,8.81729678078889e-17,6.80139871594948e-15,27.7096184903637
"239095_at",-2.65238577799238,6.93861365017167,-9.99499424514605,8.83477116820834e-17,6.80526597756505e-15,27.7076726744967
"208628_s_at",1.3786189388684,13.0563241156943,9.99211029384499,8.96525550317988e-17,6.89604927880511e-15,27.6932634493554
"230731_x_at",-2.14836146096107,7.0519572252821,-9.99151563793973,8.99239947774585e-17,6.90719989702017e-15,27.6902923364242
"1561158_at",2.40353061112996,7.24564080591017,9.99064782746828,9.03215958867191e-17,6.92799623056375e-15,27.6859564429149
"235964_x_at",1.35608584607138,9.77790058252786,9.98966027549237,9.07761979477066e-17,6.95031816245178e-15,27.6810222734953
"243450_at",1.91362670081695,7.49630614512961,9.98946330992159,9.08671409369669e-17,6.95031816245178e-15,27.6800381612155
"225111_s_at",-2.9235168167402,10.9981235987684,-9.98826038839376,9.1424535299421e-17,6.97851733626576e-15,27.6740279199375
"225806_at",1.98598470923975,8.08555174413223,9.98811663537505,9.14913740824764e-17,6.97851733626576e-15,27.6733096761991
"241879_at",1.95640870538798,9.09438951619281,9.98674009480168,9.21338844070336e-17,7.00794962273165e-15,27.6664319609926
"37566_at",-2.57824067748125,7.7788991618906,-9.98477556066267,9.30586692241408e-17,7.06844659574131e-15,27.6566163939135
"235529_x_at",1.24869900040843,10.697714115068,9.98450080450795,9.3188745865086e-17,7.06849580268047e-15,27.6552436052949
"207081_s_at",-1.77532850546535,10.7183772954889,-9.98019496574844,9.52511606013311e-17,7.21491211362066e-15,27.6337299180734
"224973_at",2.92219048760644,7.70444382622789,9.97676439586193,9.69269659378839e-17,7.33167921158678e-15,27.6165893684633
"224859_at",1.53566324979361,10.0037413398653,9.97382195458692,9.83877985030049e-17,7.43188497876156e-15,27.6018876748953
"208729_x_at",2.01623149575406,12.5720113353087,9.97118428399376,9.97160297499282e-17,7.52181150929949e-15,27.5887087180232
"201617_x_at",1.97726831961755,10.6831561005278,9.96537398677307,1.02705483453026e-16,7.72843173097233e-15,27.5596778417832
"233547_x_at",-2.87231009437729,7.22453359219775,-9.96531133485512,1.02738202198852e-16,7.72843173097233e-15,27.5593648037952
"206456_at",-4.86114324404228,7.60935207283033,-9.96477716442921,1.03017586002593e-16,7.73878875427729e-15,27.5566958405122
"202341_s_at",-1.75666559049269,10.3771881499625,-9.96444943360377,1.03189372987019e-16,7.74104564140121e-15,27.5550583447857
"201161_s_at",3.3068289614602,9.58343192201011,9.96352549101813,1.03675220878886e-16,7.76682419459339e-15,27.5504418957369
"212371_at",1.07075570057737,10.5015588374357,9.95774614515242,1.06766588191902e-16,7.98745709715662e-15,27.5215655210616
"231956_at",1.39750267670396,8.85639583614798,9.956011073757,1.0771254648589e-16,8.04720287446501e-15,27.5128962552933
"204466_s_at",-3.06485959657625,10.6056602173988,-9.95564077155695,1.07915517582238e-16,8.05108645725137e-15,27.5110460431683
"206307_s_at",2.75715237813925,8.6014236391073,9.95528645572622,1.08110084289821e-16,8.05108645725137e-15,27.5092757064518
"233219_at",1.61885125070132,9.44029657352654,9.95489302634319,1.08326540667648e-16,8.05108645725137e-15,27.5073099387145
"207292_s_at",2.21364958274753,7.75798768972942,9.95484278896738,1.08354211379704e-16,8.05108645725137e-15,27.5070589279127
"221654_s_at",1.03975968226815,9.7183878691013,9.95350883483893,1.09091543991078e-16,8.09485936410973e-15,27.5003938300956
"201162_at",2.08156854035976,12.8971425575175,9.95191656501728,1.09978231296302e-16,8.14958093050877e-15,27.4924380523511
"201227_s_at",-1.07892471266289,12.181340249588,-9.95129211286213,1.10327934437389e-16,8.16441664421287e-15,27.4893179746974
"220999_s_at",-2.34201355551459,9.85373835224346,-9.95057115212951,1.10733067363512e-16,8.17542727776049e-15,27.4857156902912
"207714_s_at",4.52807988873788,8.19005412524846,9.95049469407087,1.10776118974287e-16,8.17542727776049e-15,27.485333667087
"206874_s_at",-1.20179758682052,10.352092785265,-9.95005347828949,1.11024883724382e-16,8.18272871098469e-15,27.4831291291755
"218355_at",3.31988336980924,7.66111890894382,9.94755365924813,1.12444910294565e-16,8.27621817509042e-15,27.4706387556387
"201163_s_at",1.42896969007198,13.2576251760575,9.94496625132867,1.1393382534557e-16,8.37451952031977e-15,27.4577107274118
"203389_at",-1.89324904761428,9.93963842132486,-9.94468532302572,1.14096666584662e-16,8.37521673681199e-15,27.456307063373
"217721_at",-1.4580008743372,9.53344266058568,-9.94260445134137,1.15310122188805e-16,8.45292846053317e-15,27.4459099397461
"224408_at",-2.24945567659744,4.99689008676737,-9.94157559847335,1.1591485540391e-16,8.48586863025968e-15,27.4407692490493
"240942_at",-2.16566995731436,5.30290496304999,-9.94107851991197,1.16208160766159e-16,8.48725068812785e-15,27.4382855820057
"235713_at",1.09786483340714,8.23130412617258,9.94101693978251,1.16244548270918e-16,8.48725068812785e-15,27.4379778951171
"209835_x_at",2.86906079275158,10.2784047331708,9.93955256910269,1.17113205667272e-16,8.51629012132131e-15,27.4306611225916
"237202_at",1.62335372297453,8.2866962240893,9.93931868355699,1.17252545396849e-16,8.51629012132131e-15,27.4294925059659
"230932_at",-2.62228159995686,8.7836444004816,-9.93929604945197,1.172660386947e-16,8.51629012132131e-15,27.4293794139289
"202741_at",-1.29959614150781,12.8045218364946,-9.93670097187569,1.18823432742183e-16,8.61793377469962e-15,27.416413018382
"219990_at",2.85161766767764,6.48796162545942,9.93633913920307,1.19042217769729e-16,8.62235098018329e-15,27.4146051078126
"201839_s_at",-2.01226762403253,6.62776381557086,-9.93478616908493,1.19985818187978e-16,8.67918607774841e-15,27.4068456314642
"220949_s_at",1.00375048892154,9.5860473376386,9.93427252556793,1.20299556520943e-16,8.69036994745805e-15,27.404279190466
"1554761_a_at",1.77527635532616,7.54379619646811,9.93207599907761,1.21650498359032e-16,8.77635226800765e-15,27.3933041502999
"226186_at",-1.72131331625437,11.059110291028,-9.92791825253858,1.24249339773188e-16,8.94022291572214e-15,27.3725297680237
"214376_at",-2.31573023540812,9.20234674469225,-9.92660965385743,1.25078725032193e-16,8.98805843445149e-15,27.3659912860736
"233150_at",-3.01597659618426,5.16489814236289,-9.9257373501854,1.25634661291431e-16,9.01614422747558e-15,27.3616327737544
"201160_s_at",1.94688483870036,11.6598171009329,9.92467094378758,1.26317661322597e-16,9.05326304174668e-15,27.3563044153843
"230076_at",-2.48243419852616,9.18581546298476,-9.92115374144469,1.28596750308796e-16,9.20452729307244e-15,27.3387305104194
"201012_at",3.00443260603384,11.6220048172777,9.92030414881461,1.29153410947713e-16,9.22317191424273e-15,27.3344854696834
"201179_s_at",1.42156598911766,9.51493418167179,9.92024082199066,1.29194999622722e-16,9.22317191424273e-15,27.3341690533651
"1554473_at",1.58188909911854,7.86083651402488,9.91876695655861,1.30166724685526e-16,9.28041166481807e-15,27.3268047942091
"239750_x_at",-1.73283670957608,7.57387404796783,-9.91762507477493,1.30924593949647e-16,9.32227490139772e-15,27.321099310369
"227669_at",-1.29903939574835,9.20143922079201,-9.91694973901536,1.31374890731361e-16,9.34215743165599e-15,27.3177249524258
"1567045_at",2.44511728044743,7.38000083761817,9.91604404960666,1.31981213843221e-16,9.37306896179434e-15,27.3131996172855
"204974_at",-3.05618413944964,8.99526317676651,-9.91497366529579,1.32701402783108e-16,9.411976247005e-15,27.3078513727052
"227761_at",-1.83605311346423,11.3873371608745,-9.91321666576833,1.33892098778882e-16,9.48411049365896e-15,27.2990724089496
"238787_at",1.87816368495626,6.57775665825108,9.91259874993322,1.34313387055613e-16,9.50162824775673e-15,27.2959849513468
"220663_at",-2.27616640432374,8.30311989926158,-9.9122718016425,1.34536832849453e-16,9.50512296559793e-15,27.2943513323564
"209249_s_at",-1.06514946948706,11.790215702307,-9.91110946926076,1.35334218275249e-16,9.54910550732062e-15,27.2885436604277
"213489_at",-1.93595738922021,10.6772871571337,-9.9108194070675,1.35533943089537e-16,9.55085836638567e-15,27.2870943450572
"203422_at",1.41258910471143,8.43926764272887,9.90948929910153,1.36453582025043e-16,9.59091309541011e-15,27.2804483701111
"205393_s_at",2.02475014669944,7.00648920054972,9.90812038243087,1.37406569959022e-16,9.62367141617035e-15,27.2736084840439
"242191_at",1.30075101371195,9.82555455836577,9.90785898390019,1.37589301135292e-16,9.62367141617035e-15,27.2723023882708
"206547_s_at",-1.58752543186816,7.1477281863308,-9.90782658218986,1.3761196853922e-16,9.62367141617035e-15,27.2721404908904
"1558293_at",-2.74192047335703,8.43841243815486,-9.9078086569102,1.37624510208724e-16,9.62367141617035e-15,27.2720509259942
"227082_at",2.05891383581596,10.5085440700915,9.90723972527952,1.38023165530795e-16,9.63920606027275e-15,27.2692082198043
"213040_s_at",-3.24639224492924,9.43947745480858,-9.90613447701172,1.38800926486089e-16,9.66066705027038e-15,27.2636857702155
"230137_at",-3.16621618042919,8.0853234735268,-9.90607842424166,1.38840487275006e-16,9.66066705027038e-15,27.2634056986554
"214788_x_at",-4.86804809076786,7.13616172077697,-9.90601981199498,1.38881866545429e-16,9.66066705027038e-15,27.2631128384917
"201811_x_at",-1.5112625272005,11.2195545415523,-9.90579875973589,1.39038036758876e-16,9.66066705027038e-15,27.26200833551
"222005_s_at",-2.99496334581259,10.0911742342243,-9.90405399066421,1.40276870345422e-16,9.72200599006922e-15,27.2532904751807
"211059_s_at",1.02144244426801,8.41506486167525,9.90250133460564,1.4138857776869e-16,9.78663421759373e-15,27.2455325205469
"211980_at",3.18836914779484,11.5535533326196,9.89951408283564,1.43552304373193e-16,9.92382531485211e-15,27.2306065078306
"227178_at",-1.31634795200747,10.7943781795779,-9.89871670168931,1.44135441967338e-16,9.93897587394219e-15,27.2266223371684
"200694_s_at",-1.00989234845443,11.9540184530875,-9.89750831287745,1.45023674363073e-16,9.98761403277491e-15,27.2205845381398
"218434_s_at",-1.20096750324428,9.93895452195014,-9.89501857050884,1.46871067867934e-16,1.009158530702e-14,27.2081443676828
"225524_at",1.89495583013396,8.91421315725451,9.89497589022315,1.46902941041161e-16,1.009158530702e-14,27.2079311126905
"218726_at",3.24737981010617,7.34363754988976,9.89391762610123,1.47695457077409e-16,1.01332814037293e-14,27.2026434231917
"234987_at",1.29041596560959,10.5313732317093,9.89229189629205,1.48921275877979e-16,1.01978781203636e-14,27.194520353221
"227163_at",-1.35360640835469,7.76088877052134,-9.89214285744545,1.49034160701619e-16,1.01978781203636e-14,27.1937756705098
"209200_at",-2.32619624715528,11.056484130228,-9.89192784998036,1.49197162180625e-16,1.01978781203636e-14,27.1927013711386
"232173_at",-2.27576166869313,7.88338387010866,-9.89123925489899,1.49720400718524e-16,1.0220850305551e-14,27.1892607593035
"216039_at",-2.99427677304353,7.90726138654786,-9.89025956065337,1.50467999224368e-16,1.02590622242702e-14,27.1843656512727
"242317_at",-1.02398049625064,9.09235304423695,-9.88597187800493,1.53784071184599e-16,1.04498374130584e-14,27.1629419645134
"1557889_at",2.38156171533307,8.19267648159472,9.8859666062539,1.5378819298637e-16,1.04498374130584e-14,27.162915623873
"225128_at",1.36705706070259,9.55906164265476,9.8858409695697,1.53886456707893e-16,1.04498374130584e-14,27.1622878721695
"219671_at",-3.20458643327696,9.59221397275561,-9.88565574326616,1.54031441552597e-16,1.04498374130584e-14,27.1613623771571
"238778_at",-2.78534779763839,6.29005183723162,-9.88406497496933,1.5528224411864e-16,1.05216243152001e-14,27.1534140033405
"211483_x_at",-2.51416041150431,9.69284212977375,-9.87986283755622,1.58635406463125e-16,1.07317953838371e-14,27.1324177712228
"1557155_a_at",2.49071309603092,8.1653520660798,9.87968730106662,1.58777043380521e-16,1.07317953838371e-14,27.1315406930127
"217966_s_at",2.49544915982603,8.21029387514504,9.87746558533844,1.60580669047405e-16,1.0840286871058e-14,27.1204397651862
"215161_at",-4.00271147552145,5.82788386889818,-9.87696901652029,1.60986585027273e-16,1.08542720593759e-14,27.1179586319374
"213850_s_at",1.36696607425952,9.89063724473637,9.87378031521665,1.63617723457213e-16,1.10180699521193e-14,27.1020261193948
"204742_s_at",-1.53947589792086,9.23453949130814,-9.87202948015488,1.65080658246587e-16,1.11028940749025e-14,27.0932779867977
"223849_s_at",1.57421497333471,7.95796444157255,9.87165701105108,1.65393563399326e-16,1.11102566764174e-14,27.091416927397
"226269_at",-1.66895881991686,10.8774417134763,-9.87057174801853,1.66308660687871e-16,1.11580035456348e-14,27.0859943608495
"200663_at",1.0854753689942,13.70425105428,9.86513812046847,1.70967010463585e-16,1.14564679048439e-14,27.0588450216537
"209651_at",2.13920377285864,9.5093281138565,9.86455164794677,1.71477541647784e-16,1.14765967916794e-14,27.0559146912808
"227484_at",1.39798953680727,9.76537706951506,9.86182660078305,1.73869798164569e-16,1.16224617957915e-14,27.0422989072214
"239767_at",-4.47057555279196,7.13551265387354,-9.8602194700877,1.75296276610839e-16,1.17034908979802e-14,27.0342688352608
"235070_at",-3.13240341337948,9.4170851441333,-9.85743151459543,1.77798662401829e-16,1.18466854155666e-14,27.0203387537707
"242549_at",1.71961107230105,6.50088714761073,9.85734719144933,1.77874902326637e-16,1.18466854155666e-14,27.019917431576
"201063_at",1.41885731594778,11.4533811519835,9.85645065644537,1.78687519692477e-16,1.18863112216385e-14,27.015437878501
"204924_at",2.04950496362729,8.7367977367033,9.85450314009601,1.80465557707928e-16,1.19899823638724e-14,27.0057070851087
"217832_at",1.24182395822996,10.6916982132788,9.85253146602571,1.82283674025844e-16,1.20813814193852e-14,26.9958555969208
"222469_s_at",-1.5637272425813,9.36006028750196,-9.84836223666845,1.86188734907109e-16,1.23252428842206e-14,26.9750240365681
"212776_s_at",1.31341122698921,9.39574690102756,9.84626553845716,1.88184084607785e-16,1.2442248683638e-14,26.9645478992421
"214459_x_at",1.5873597351536,13.3831269679502,9.84490311543714,1.89492098893426e-16,1.24984685952496e-14,26.9577405694188
"201430_s_at",2.02640509723496,10.5493735535778,9.84375560961098,1.90600829207371e-16,1.25564331550086e-14,26.9520070750177
"206385_s_at",-2.73471988494057,10.7077460971177,-9.84308406347181,1.91252689544929e-16,1.25782313294862e-14,26.9486517074
"224998_at",-1.27325361610869,10.9833153124817,-9.84294048639097,1.91392346781957e-16,1.25782313294862e-14,26.9479343274043
"205454_at",-3.11271605192755,8.68523490122428,-9.8420380230314,1.92272509593809e-16,1.26208877000561e-14,26.9434251888569
"201412_at",1.16340089076713,10.7459982091348,9.84131235803636,1.92983177637919e-16,1.26523292681149e-14,26.9397994213527
"202670_at",-1.46903891098849,11.6549206504792,-9.84039122423847,1.93889059157634e-16,1.26964786424171e-14,26.9351970011503
"215972_at",-2.00050278025192,7.96068103462939,-9.83885178686941,1.95412507252245e-16,1.2780914082116e-14,26.9275052499719
"230262_at",-2.87095701633163,9.23010655732001,-9.8340390597973,2.0025287944669e-16,1.30662013204565e-14,26.9034586597667
"204226_at",-1.23534543330652,9.06189650065504,-9.83358357533529,2.00717144409597e-16,1.30808656415767e-14,26.9011828548414
"202666_s_at",1.71591034778971,9.87437739609904,9.8318228665699,2.02521938473082e-16,1.31706538478013e-14,26.8923855702149
"209201_x_at",1.66482658645764,10.0659380036479,9.83159376827817,2.02757962967048e-16,1.31706538478013e-14,26.8912408940223
"216272_x_at",1.47187836865255,8.63930530512592,9.83153517240925,2.02818374489607e-16,1.31706538478013e-14,26.8909481232274
"212554_at",-2.11238643457562,10.6813293515571,-9.82893593970318,2.0551633155347e-16,1.33216278434409e-14,26.8779612236699
"218248_at",1.44233923450257,9.82195790839603,9.82882611118445,2.0563111845203e-16,1.33216278434409e-14,26.877412473085
"207030_s_at",2.47038139109169,11.5191393025305,9.82675013413408,2.07812916811555e-16,1.34470223054851e-14,26.8670400064176
"229649_at",-2.77259644788272,9.99502500482522,-9.82550668802744,2.09130815291801e-16,1.3516285462167e-14,26.860827227556
"229417_at",-1.44425458272275,7.64338978590148,-9.82388017988978,2.10867335314871e-16,1.36032217399706e-14,26.8527005193882
"200770_s_at",2.12161622294352,9.0911642686944,9.8234801378291,2.11296639464123e-16,1.36032217399706e-14,26.8507017452659
"203604_at",1.11153809616982,8.47411828765255,9.82337611807408,2.11408411098705e-16,1.36032217399706e-14,26.8501820200383
"204743_at",-2.60873914957429,11.0696626393342,-9.82322983815798,2.11565692286225e-16,1.36032217399706e-14,26.8494511458425
"242372_s_at",-5.17811981643025,5.6254795840955,-9.8230851685185,2.11721357167249e-16,1.36032217399706e-14,26.848728317334
"212669_at",-1.73983504099512,10.2830314547747,-9.82230694875301,2.12560690589087e-16,1.36411010518705e-14,26.8448400155646
"226783_at",1.31217869385236,8.84392332648696,9.82146368067166,2.13473936772177e-16,1.36675874665169e-14,26.8406267088917
"209129_at",1.87195448366588,10.3557573026212,9.82045903377661,2.14567076361482e-16,1.37214891584656e-14,26.8356070926803
"209556_at",-2.27063682502994,10.3363919625239,-9.81613728847768,2.19333681207308e-16,1.39935401072134e-14,26.8140139813884
"238191_at",-1.22766290243186,9.02231854737786,-9.8148713036612,2.20749926505901e-16,1.40347098210323e-14,26.8076886474069
"238964_at",1.38517616416599,9.00364463980544,9.81242368728721,2.2351403188668e-16,1.41939207249154e-14,26.795459460962
"204156_at",-1.34458529287574,10.1649298463966,-9.81075722681065,2.25415749420146e-16,1.42980607701306e-14,26.7871332312528
"227087_at",-1.1955263145905,10.831735231523,-9.80634426968766,2.30530201472314e-16,1.46055056763428e-14,26.76508459223
"200989_at",1.08178893863004,13.1356197092898,9.80582338239564,2.31141495633919e-16,1.46109663180087e-14,26.7624820680779
"206270_at",-2.68402583271861,5.1911192079535,-9.80224505720004,2.35384924218846e-16,1.48613605391489e-14,26.7446036168603
"218460_at",1.01424310111906,10.5468682570849,9.80014446920767,2.37912140685647e-16,1.50035747566573e-14,26.7341084423256
"234984_at",1.46069740912509,9.73324190586897,9.79840519225469,2.40025182444784e-16,1.51193717287854e-14,26.7254185053439
"203130_s_at",-1.92084953295653,12.4603325837118,-9.79695617023374,2.41799915754499e-16,1.51961090898739e-14,26.7181787797043
"223307_at",1.56475008091303,8.85720160073519,9.79335303419134,2.46270047730213e-16,1.54592484099886e-14,26.7001765396728
"237509_at",-2.42551265596238,7.63381951693768,-9.79299020257502,2.46724738714063e-16,1.54700093632504e-14,26.6983637391178
"201755_at",2.45663049286937,7.46787337149215,9.79251946677661,2.47315903499647e-16,1.5489292933287e-14,26.6960118225117
"225367_at",1.43081208287202,9.34009213028257,9.79138190175599,2.48750346363041e-16,1.55612859861681e-14,26.6903282616732
"228973_at",-3.58327884873815,8.62210382142746,-9.79054843935291,2.49806600235066e-16,1.56094826757868e-14,26.6861640787972
"201972_at",-1.12240394741128,12.3489464429718,-9.78927378653696,2.51430658126198e-16,1.56930086082812e-14,26.6797956082365
"224861_at",-1.1068204047479,11.3461519170923,-9.78857698229994,2.52322927247338e-16,1.57307214905923e-14,26.6763142116008
"226914_at",-1.15393807003334,9.77861878749118,-9.78811461689833,2.52916740280698e-16,1.5749762755929e-14,26.6740041277335
"203414_at",-1.40862495219837,11.3360558192624,-9.78710124502035,2.54223099091501e-16,1.58130821306198e-14,26.6689410933482
"210227_at",-2.87207899500449,8.43085079294641,-9.78624038831105,2.55338145778992e-16,1.58643710528192e-14,26.6646400640675
"210052_s_at",2.67928068470851,9.03541501014536,9.78423940464434,2.5794890010656e-16,1.60083673653631e-14,26.6546427276961
"230923_at",-4.19598247995297,7.95339186207693,-9.78124469550906,2.61906149230837e-16,1.62355057070871e-14,26.6396805764021
"212928_at",-1.25829820586367,12.1532704253493,-9.78084484500624,2.62439090036136e-16,1.62476917196894e-14,26.6376828495921
"225990_at",1.66518791650446,9.44429831711291,9.78065107816586,2.62697742084956e-16,1.62476917196894e-14,26.6367147551149
"229648_at",-1.61657391725326,9.17912620896135,-9.78023191138927,2.63258144369648e-16,1.62639333014248e-14,26.6346205222759
"1556006_s_at",1.32003813754514,8.93848681823937,9.77888049347495,2.65073065406935e-16,1.63575540351061e-14,26.6278686023521
"212878_s_at",-1.57932494549436,11.5837463723014,-9.77770402713086,2.66663213075797e-16,1.64371084150209e-14,26.6219907807898
"211546_x_at",-1.92696670545304,9.11322872599082,-9.77550632768343,2.69659283365461e-16,1.6603046722027e-14,26.6110107334173
"44040_at",-2.01439601624005,9.780451861188,-9.77330388016073,2.72695591105801e-16,1.67710859426364e-14,26.6000069966417
"238719_at",-1.15865423687777,9.44250221196111,-9.77302074909207,2.73088388748551e-16,1.67763511526711e-14,26.5985924365119
"203146_s_at",-2.00999842128436,11.5958246564964,-9.76808318296957,2.80030118782148e-16,1.71834661539881e-14,26.5739237953638
"224992_s_at",-1.0935964224078,10.1088969393499,-9.76781569095743,2.80411183769268e-16,1.71875375748496e-14,26.5725873798137
