"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"203650_at",1.24481225867123,7.5246172031209,7.027572339884,2.48178845172315e-10,2.56603394005975e-09,13.1375348332474
"210542_s_at",-1.56154687771213,9.16762902659541,-7.02663857485048,2.49297561530932e-10,2.57711295246807e-09,13.1331366840403
"225647_s_at",1.75983245787092,8.56255174123661,7.02616399879263,2.49868050800056e-10,2.58252154775615e-09,13.1309014472921
"215153_at",-2.31106735076751,7.05989035104175,-7.02570179154476,2.50424914888278e-10,2.58729774438016e-09,13.128724516063
"243405_at",1.00925715651482,7.97004004197774,7.02435207928202,2.52058087089128e-10,2.60367851526358e-09,13.122367836879
"215003_at",-1.90538512233811,6.87520744223372,-7.02413870412164,2.52317238550382e-10,2.60586258490015e-09,13.1213629511327
"242560_at",1.76734733385053,7.22199878673607,7.02402182610132,2.52459302815915e-10,2.60683681313775e-09,13.1208125209594
"232653_at",1.10862727029302,7.99372573616257,7.02188286581597,2.55073233432301e-10,2.63233456111834e-09,13.1107397582464
"223816_at",-1.51312380337984,4.44839225741289,-7.02146546204985,2.55586442851378e-10,2.63663437919197e-09,13.1087742467072
"230596_at",-1.13094153664441,9.46839730053038,-7.02116984871787,2.55950526338601e-10,2.63989161377337e-09,13.1073822576699
"201171_at",1.83409519651546,5.93812067936638,7.02025387563166,2.570819239592e-10,2.65106025551053e-09,13.1030692336965
"216470_x_at",-1.13740736209906,7.12888410636644,-7.0197457000701,2.57711751347402e-10,2.656050552243e-09,13.1006764795724
"229586_at",1.04942268954626,9.53830251059876,7.01917899170596,2.58415926972573e-10,2.66280547542512e-09,13.0980081915936
"219650_at",2.0988190579741,5.47782245359028,7.01779991823317,2.60137498843608e-10,2.67953399176649e-09,13.0915152699555
"232465_at",1.74999723875184,6.36245853431316,7.01713580089638,2.60970601514e-10,2.68710170823607e-09,13.0883886418528
"206013_s_at",-3.23022948916968,6.69940906924714,-7.01698023969305,2.6116612724209e-10,2.68860805034349e-09,13.0876562826622
"222529_at",1.14246069689611,9.3115639481429,7.01680923183107,2.613812354464e-10,2.6903153809714e-09,13.0868512092104
"204324_s_at",1.67357115878492,8.70749055593416,7.01594784771478,2.62467429537979e-10,2.69946021268505e-09,13.0827960725684
"215527_at",-1.08703857799721,7.59335902478336,-7.01505719422894,2.63595234837717e-10,2.71003888557836e-09,13.0786033214816
"236551_at",1.04900103834963,7.50499719849634,7.01427426691903,2.64590594760575e-10,2.71976023934863e-09,13.0749178399603
"237502_at",1.528114400708,6.70435285461684,7.01395966814466,2.6499160203964e-10,2.72336965792075e-09,13.0734369651921
"201681_s_at",1.00921619811339,10.5601113379378,7.01253187500046,2.66819137787964e-10,2.7411199345399e-09,13.066716360471
"226069_at",-1.70827235980242,8.4223678259999,-7.01200723034986,2.67493801167116e-10,2.74701748084613e-09,13.0642469808775
"229463_at",-2.50800416415063,8.8503616893526,-7.01136095898087,2.68327193422289e-10,2.75505790832327e-09,13.0612052187404
"1559449_a_at",1.53821995322428,7.5824529287857,7.01112621705835,2.68630538816516e-10,2.75765406323053e-09,13.0601003981636
"227014_at",-1.11568428844127,8.9545068082318,-7.01093229969846,2.68881384903586e-10,2.75971040664152e-09,13.059187729179
"213222_at",-1.74574302663746,11.1364893419396,-7.01047969586522,2.69467763940714e-10,2.76520913041981e-09,13.0570575896587
"204821_at",1.09337355912138,8.4542723481407,7.01026835735054,2.69742001112836e-10,2.7675032701062e-09,13.0560629597625
"240601_at",1.63573701590017,5.79880044049967,7.01002759867,2.70054751446744e-10,2.77019161171319e-09,13.0549298810772
"206062_at",-1.20122986395341,6.78839830360648,-7.00880976317348,2.7164225749521e-10,2.78595279034477e-09,13.0491986035604
"214053_at",-1.46485648337425,10.1581221292106,-7.00818959127124,2.7245423042464e-10,2.79323125327218e-09,13.0462801310854
"213593_s_at",1.15935610809675,10.523006869812,7.00736830360826,2.73533220300508e-10,2.80271477678643e-09,13.0424153608796
"203710_at",-1.84791312569578,9.66141782775667,-7.00722790017767,2.73718102555432e-10,2.8040830491202e-09,13.0417546735257
"242985_x_at",1.64377479982209,8.61983154150858,7.00675923234981,2.74336137932192e-10,2.80988737826159e-09,13.0395493261006
"209975_at",-1.30740255648571,7.90900215546016,-7.00572167043074,2.75709300636283e-10,2.82342247058866e-09,13.0346671879186
"229004_at",1.69226927423862,7.98127764214383,7.00539959377161,2.761369368213e-10,2.82727156554587e-09,13.0331517400505
"226773_at",-1.00813535254324,11.6143891693872,-7.00470585003972,2.77060286182422e-10,2.8361937037077e-09,13.0298875898355
"201372_s_at",-1.50899533650496,7.1559690821048,-7.00279204779501,2.79623381097842e-10,2.86028689115873e-09,13.020883482054
"230060_at",1.04738691577393,7.12039496080013,7.00178514705926,2.80981308458239e-10,2.87363898854491e-09,13.0161465241026
"1556798_a_at",-1.45082665292235,6.44978110847283,-7.0014038876448,2.81497186406012e-10,2.87783710991979e-09,13.0143529520718
"238143_at",-1.11258924770302,5.05155344990627,-7.00068311225794,2.82475024941166e-10,2.88675309451944e-09,13.0109622738302
"1562110_at",1.04402857023523,7.30388061768036,6.99935747666065,2.84282240330692e-10,2.90467838936952e-09,13.004726516411
"220983_s_at",1.54390612914435,6.12086130911575,6.99903286174645,2.84726525178649e-10,2.90867372233101e-09,13.0031995969987
"243686_at",-1.98516764777426,6.96502224710623,-6.99881144135513,2.85029967207997e-10,2.9112290254592e-09,13.0021580964584
"1563209_a_at",-2.4891901809502,6.81598114779999,-6.99837855242342,2.85624138705424e-10,2.91620697085798e-09,13.0001219385186
"230458_at",-1.14649111345767,8.06284526504002,-6.99748753358306,2.86850991818348e-10,2.92818564788326e-09,12.9959310327866
"220026_at",-2.77486094613347,6.5354459685505,-6.99680126512572,2.87799479844427e-10,2.93731881755629e-09,12.9927032939555
"235571_at",1.66507558571419,7.75731707034575,6.99599507756464,2.88917677035778e-10,2.94703716115989e-09,12.9889116750916
"204531_s_at",1.38039127198639,8.14568277902507,6.99595920333428,2.88967535165825e-10,2.94703716115989e-09,12.9887429567583
"228096_at",-1.67438530025615,8.5333145487474,-6.99335837121312,2.92604982972432e-10,2.98190631369163e-09,12.9765118959355
"225471_s_at",1.02887624108665,9.88966274128531,6.99281241089286,2.9337428837056e-10,2.98918843484727e-09,12.973944578355
"229139_at",-1.62557316346441,8.66871238157009,-6.99228843280018,2.94114503215491e-10,2.99617149115979e-09,12.9714806940086
"209392_at",-2.70941145336542,11.1251794746879,-6.9917642560815,2.94856849933871e-10,3.00317365636674e-09,12.9690159386593
"236131_at",-1.63348765426428,8.95977930442893,-6.99127730999265,2.95548133124124e-10,3.00965321542193e-09,12.9667263036207
"218692_at",-1.28320059678387,11.0729352414441,-6.99089262984954,2.96095371535297e-10,3.01466378181529e-09,12.9649175645687
"229997_at",1.61782602127951,7.57853293713086,6.98979238532436,2.97666105412993e-10,3.03009114909968e-09,12.9597444794332
"222155_s_at",1.12652034103346,9.38400421938961,6.98967408831002,2.97835479603965e-10,3.03086807764444e-09,12.9591882918669
"242774_at",1.39556176274337,7.64058455099188,6.98966156012743,2.97853422678075e-10,3.03086807764444e-09,12.9591293893056
"228509_at",-2.19826557603989,8.56610327246419,-6.9883298582646,2.99766828176304e-10,3.04920204641321e-09,12.9528684591935
"231972_at",-1.19518049398933,10.090564203373,-6.98783917763245,3.00474909856046e-10,3.05583542867192e-09,12.9505616512877
"210822_at",1.45499740830986,7.23620158250434,6.98779582693409,3.00537547126382e-10,3.0559033813467e-09,12.9503578518667
"208527_x_at",1.46527263868387,7.8831625421141,6.98683239137076,3.01932954886369e-10,3.06952056314395e-09,12.9458286796567
"226670_s_at",2.86773699729244,7.83842602902553,6.98602396433972,3.03108804603448e-10,3.08090101355074e-09,12.9420283771123
"202391_at",-1.94856750209349,12.402004527245,-6.98509671324048,3.04463069347059e-10,3.09351471744203e-09,12.9376696842826
"213599_at",1.60502226449023,7.64302882448528,6.98467559998527,3.05080089505444e-10,3.09920738991087e-09,12.9356902390538
"210721_s_at",-3.49090419529102,7.20409433060916,-6.98427357206647,3.05670301366282e-10,3.10462565901371e-09,12.9338005426317
"228406_at",-1.82774269426971,4.99736976611629,-6.98423100270859,3.05732863066683e-10,3.10468368364833e-09,12.9336004513347
"239270_at",-2.32561040768117,6.7568500337186,-6.98209257432925,3.08891963740837e-10,3.13385042091368e-09,12.9235496055242
"206194_at",1.11129111101273,8.49984291086527,6.98137657291561,3.0995692222976e-10,3.14290334083436e-09,12.9201845564412
"219877_at",-2.26204711939116,6.62913549539963,-6.98067895593943,3.10998034434322e-10,3.15228946818144e-09,12.9169060238092
"1555801_s_at",-2.72414042243171,6.82579515009937,-6.97912860239038,3.13324177166534e-10,3.17468892163189e-09,12.9096203576414
"214840_at",-1.48459716115562,6.55391910575786,-6.97900317429367,3.13513120728721e-10,3.17566635141525e-09,12.9090309503681
"1569952_x_at",1.15924184571663,8.20768210842552,6.97898736668814,3.13536941146449e-10,3.17566635141525e-09,12.9089566680852
"205952_at",-1.65273723898307,7.8934014547769,-6.97865960578071,3.14031246930649e-10,3.17949360189535e-09,12.9074164839601
"221016_s_at",1.08658940270427,9.14297309439889,6.97788730575627,3.15199029820306e-10,3.19013428754195e-09,12.9037874602442
"239091_at",1.08925315718741,8.08272544523756,6.97772048535253,3.15451840782209e-10,3.19151007421985e-09,12.9030035922936
"232369_at",-1.17789313178687,9.29618081569859,-6.97748251244334,3.15812828770388e-10,3.19457047928083e-09,12.9018853988504
"208017_s_at",-2.46641946320073,6.64417890119542,-6.97630542299431,3.17604416725439e-10,3.21031464198157e-09,12.8963546519207
"217257_at",1.39313964460871,6.40003284998686,6.97497066307663,3.19648170701433e-10,3.22917971633691e-09,12.8900834518335
"37005_at",-1.36436041753402,10.7493277798121,-6.97476684505835,3.19961396665585e-10,3.23174620974618e-09,12.8891258749786
"216697_at",1.35465804734545,7.67770584445904,6.9746017888823,3.20215276525297e-10,3.23371244394898e-09,12.8883504158663
"240498_at",1.0438575997015,7.68800343231023,6.97431711287169,3.20653617667859e-10,3.23646138630486e-09,12.8870129793107
"220415_at",-1.57954993541362,6.53549694761549,-6.97372109060679,3.21573292475211e-10,3.24502627900013e-09,12.8842128674016
"1563783_a_at",1.42500830375021,7.00174634681994,6.97253837705195,3.23405988033147e-10,3.2629172777488e-09,12.8786567238093
"227868_at",1.60712244345124,8.19155771247632,6.97217756931108,3.23967141203057e-10,3.26797515377218e-09,12.8769617881229
"200986_at",1.63737091664297,10.6611230642692,6.96936216034713,3.28379114428394e-10,3.31186861981124e-09,12.8637371173743
"209641_s_at",2.97930780745681,6.92362624715615,6.96520022158136,3.35010451263198e-10,3.37625498705242e-09,12.8441908297213
"228165_at",-1.75931345065242,9.07340899530058,-6.96493136296407,3.35443364020502e-10,3.37937067685882e-09,12.8429282901088
"203421_at",-1.57148434086478,6.54548154227043,-6.96312515065922,3.38366105159823e-10,3.40692995964112e-09,12.8344468898772
"216096_s_at",-2.00279571612201,9.00629795242285,-6.96303842717423,3.38507070560188e-10,3.40772104046148e-09,12.8340396829659
"225171_at",1.38357938219393,8.94070020757103,6.96267893538877,3.3909203005415e-10,3.41298065561137e-09,12.8323517212484
"206584_at",1.57477666103356,9.42427377497099,6.96060903206572,3.42479677312338e-10,3.44453823518577e-09,12.8226332589332
"237943_at",1.91254842178591,6.95652319396371,6.96009383918882,3.43328049904308e-10,3.45243505605303e-09,12.8202145170471
"231771_at",-5.00824971344075,7.08618177231636,-6.95906789960861,3.45023678452823e-10,3.46757051000074e-09,12.8153980913277
"204288_s_at",-1.364653769011,9.65585253540971,-6.95879840081558,3.45470468379859e-10,3.47078342340494e-09,12.8141329298683
"205899_at",-1.42965295730069,7.85576944730995,-6.95561453608161,3.50792431613358e-10,3.51959335245888e-09,12.7991875652681
"232024_at",1.41558741319188,8.31142023324213,6.95552949825635,3.50935683761013e-10,3.51959335245888e-09,12.798788422014
"211679_x_at",-2.3864346212299,9.70041310078102,-6.95550403091144,3.50978596553765e-10,3.51959335245888e-09,12.798668885902
"227949_at",-2.193717732501,9.90867924614557,-6.95546892651961,3.51037756410443e-10,3.51959335245888e-09,12.7985041166174
"201008_s_at",1.61395828555466,10.9940729357687,6.95421992663458,3.53149079597904e-10,3.53751479898759e-09,12.7926418800541
"205769_at",-1.56493014512584,6.22116713085898,-6.95373066960953,3.53979549301592e-10,3.54431020698155e-09,12.7903456296661
"217220_at",-1.79401175373608,5.69562841215077,-6.95313245301208,3.54997596994038e-10,3.55342444366485e-09,12.7875380707153
"216222_s_at",2.2370653430741,7.17251026925049,6.95285455323163,3.55471514101081e-10,3.55751618097899e-09,12.7862338557976
"239629_at",1.04595067339125,9.68440492736031,6.95257114711337,3.55955466858139e-10,3.56170683611644e-09,12.7849038175943
"216005_at",1.64001510307446,9.48528631953603,6.95218235291196,3.56620445364816e-10,3.56770697613275e-09,12.7830792186986
"221417_x_at",-1.24912324577348,3.33230572733309,-6.95202233304795,3.56894494428664e-10,3.5697946930829e-09,12.7823282607942
"229822_at",-2.39698262340552,7.71392615054259,-6.95092358818552,3.5878183988119e-10,3.5860455017261e-09,12.7771721179259
"1557166_at",-1.04034662711868,6.61529686962104,-6.95007763146942,3.60241696659086e-10,3.5986610169458e-09,12.7732024407327
"206101_at",1.55249339393207,9.38740808223883,6.94918616104248,3.61786462884664e-10,3.61343161988298e-09,12.7690193701983
"220003_at",1.82954146214148,6.61141856254877,6.94849909465064,3.62981507117512e-10,3.62404187352992e-09,12.7657955570509
"1557745_at",-2.22305901646808,9.21332682069901,-6.94838110626465,3.63187122410004e-10,3.62543197151847e-09,12.7652419498908
"230021_at",2.17105444174197,5.10378923222109,6.94819778797674,3.63506815307673e-10,3.62796010679787e-09,12.7643818181645
"228997_at",1.53723547461476,6.597856491471,6.94773908040007,3.64307987615527e-10,3.63529181941289e-09,12.7622295908783
"208321_s_at",-3.53746149901018,7.7262426211242,-6.94750493686217,3.64717613443309e-10,3.63871447259398e-09,12.7611310230184
"1570621_at",1.41533806355219,5.65172266504011,6.94679982564001,3.65953938002687e-10,3.65038217646407e-09,12.7578228199463
"210348_at",-2.19058495789121,6.63637021127749,-6.9453781337326,3.6845933331155e-10,3.67434877357345e-09,12.7511529561195
"231130_at",1.13087640944519,7.5645098925968,6.94507086086908,3.69003057612229e-10,3.6787813043769e-09,12.7497114485371
"235236_at",-2.1413990641269,7.52959941966514,-6.94475129308691,3.69569381003297e-10,3.68308259210458e-09,12.7482122853445
"206722_s_at",1.37731881848284,6.82174350330781,6.94238505427843,3.73789592865277e-10,3.72310250504311e-09,12.7371124805859
"214051_at",1.13712625174829,8.82378181880867,6.94204054798178,3.74407990929154e-10,3.72757183728933e-09,12.7354965433479
"232160_s_at",2.01882802176441,6.34895748198309,6.94095522770886,3.76362802068381e-10,3.74599994703125e-09,12.7304059348186
"216805_at",2.08551767984751,5.60474987283401,6.93917379317121,3.79593346650707e-10,3.77738655059472e-09,12.722050857368
"229917_at",-3.17838891194631,5.11537792127282,-6.93914018022879,3.796545653272e-10,3.77738655059472e-09,12.7218932170158
"210513_s_at",2.12715652417325,10.2115934887043,6.93747781096248,3.82694441579964e-10,3.80416664324838e-09,12.7140972515977
"215707_s_at",-1.12028863402209,11.2962551177362,-6.93714539878334,3.83305189981984e-10,3.80954437497472e-09,12.7125384257176
"236778_at",1.1780770910382,8.63634463763666,6.93586327867241,3.85669913833389e-10,3.8314814671945e-09,12.7065262481216
"212667_at",1.22838727530557,12.1082634417261,6.93554660882726,3.86256196674981e-10,3.83538357618378e-09,12.7050413646533
"228494_at",-1.71788962222513,10.7079394700788,-6.93475990063242,3.87716532062952e-10,3.84918432386002e-09,12.701352545999
"226872_at",1.25061245869058,7.94936004750973,6.93400162139792,3.89129270771244e-10,3.86180571772305e-09,12.697797166674
